gene	logFC	pvalue	fdr	LR
NME4	-0.816707856334436	0.213695115246824	0.349920483064108	1.5462147644231
PDRG1	-0.656346793802885	0.213709728787944	0.349920483064108	1.54611608674203
WDR48	-0.676478962038436	0.213689107572	0.349920483064108	1.54625533346798
SNRPB	-0.764641884659587	0.213818572821544	0.350007688086097	1.54538137145869
TRIM44	-0.602831260760162	0.213877441760418	0.350070042376266	1.54498418151405
CLDN14	-2.10201991206735	0.213901659805666	0.35007567421716	1.54482081957729
AHDC1	-0.940886940196028	0.214007727032961	0.350215247938847	1.54410560583313
LPIN2	0.715548975263847	0.214036108661933	0.350227677463815	1.5439142993003
DCTN2	0.54708776103961	0.214068570299159	0.350246780051517	1.54369552840683
ENSG00000270605	-1.75770769617393	0.214101787046798	0.35026711427823	1.54347170935845
ENSG00000280303	-1.37604301417598	0.214302085611738	0.350542334868642	1.54212294412018
MYO1C	0.824620199579523	0.214311626297221	0.350542334868642	1.54205873669366
ENSG00000249353	-0.783573305202657	0.21440052614715	0.35062401390239	1.54146061692349
NDUFB8	1.06599543951758	0.214403182101984	0.35062401390239	1.54144275214819
ROCK1	0.609216944558284	0.21447106702312	0.350700990709681	1.54098622641322
EMX1	-3.04924914399402	0.214511762200565	0.350707091616528	1.54071263391631
HDLBP	0.81293485357096	0.214537242168173	0.350707091616528	1.54054136424679
TMEM216	-1.53718686305746	0.214530791663491	0.350707091616528	1.54058472056356
ALDH6A1	0.73318067918044	0.214713615843664	0.350961361403754	1.53935648935584
NFXL1	-0.793390282652921	0.214861855024368	0.351169598923812	1.53836151628704
LTB4R2	-1.19297407806807	0.214952902163651	0.351284330606726	1.5377508176037
PCID2	-0.716638424418986	0.215087364563076	0.351469984048421	1.53684947355175
RNF5	0.697704643139229	0.215323783645196	0.351822190713529	1.53526630576377
RCAN1	0.74274181290388	0.215368137455495	0.351860539899897	1.5349695232172
CUX1	0.532543535863835	0.215502699553237	0.35194387755864	1.53406957904335
ENSG00000213763	1.29987627121306	0.215461088743309	0.35194387755864	1.53434779850432
LAT2	1.31496317991591	0.215492976399588	0.35194387755864	1.53413458456486
LINC00205	-0.705352334766353	0.215465737251992	0.35194387755864	1.53431671433224
KDM3B	0.595564692168455	0.215534691669061	0.351962010072883	1.53385571585076
LETMD1	-0.598538850065981	0.215573412011469	0.351991125010296	1.5335969258472
IFITM2	1.04300138791649	0.215598926805134	0.351998674199583	1.53342642624611
PRR5	2.19911607168168	0.215655379755597	0.352056728369543	1.53304927138376
RPS11	0.879900089018293	0.215691356752311	0.352081347599272	1.53280897501554
PPIL4	-0.59988975747859	0.215755435751174	0.35215182960104	1.53238109880551
IRGQ	0.559528271724247	0.215842091779334	0.352259144167958	1.53180270897709
TRIM23	-0.752187701259462	0.215879604771152	0.352286243175704	1.53155241242519
ENSG00000273314	-1.10286692746051	0.21609550090275	0.352604405840639	1.53011290235129
FAM120A	0.704322844127568	0.216156467660693	0.352669732121141	1.52970671009476
RASSF7	0.801437688548712	0.216267056943505	0.352815999461765	1.52897025476881
FBXO42	0.565458947654148	0.216295296164214	0.352827906386953	1.5287822711211
ENSG00000261211	1.99109277537141	0.216392384507629	0.35295210905799	1.52813619356673
GOLGA8H	1.41770703305683	0.216501512955854	0.353095924091878	1.5274104066751
GRID2IP	-2.90937689752232	0.216547722840231	0.353137106284848	1.52710320721289
EXOSC3	-0.740091508897234	0.21657674916694	0.353150260980719	1.52691028253135
ENSG00000272604	-1.15043882129336	0.216621233874794	0.353188617143063	1.52661467283581
DNAJC1	0.613162959826092	0.216721884977587	0.353318533138593	1.52594609311463
SLC12A5	-1.97243680470163	0.216790945228584	0.353396926872718	1.52548757103603
AKAP17A	0.799982894018389	0.216895748986538	0.353533566283658	1.52479206402064
ENSG00000268362	-1.93064408919832	0.217120523373014	0.35386570887134	1.52330174766955
ENSG00000275976	-1.11021644215746	0.217160951649386	0.353897366702825	1.52303389207209
FXYD5	0.9960424351286	0.217287226242848	0.354068904735565	1.52219764833717
THOC7	-0.593623763254982	0.217360672935868	0.354154335005941	1.52171151963699
BAG6	0.791325632776166	0.217483098366444	0.354319544031737	1.52090164562549
HACL1	-0.736608807858786	0.217676918085436	0.354601024153679	1.51962059153206
ENSG00000234814	1.45747238555119	0.217759352620056	0.354701018203338	1.51907615142705
MBD6	0.699979634408455	0.21784452901966	0.354805458622741	1.51851386068514
CSGALNACT1	-1.61475169529385	0.218118847883245	0.355183576687426	1.51670472885962
PRKRA	-0.629162370441319	0.218113930335782	0.355183576687426	1.51673713617836
PSMC2	0.569829485239975	0.218189417285412	0.355264156536713	1.51623976267828
CRCP	-0.599216495910743	0.218441318851513	0.355639944084369	1.51458150063873
LOC729998	0.71954166848547	0.218605676618202	0.355873144477304	1.51350076657963
ENSG00000155428	-1.68741035095125	0.218679682661161	0.355959228398986	1.51301445650973
KIAA1191	-0.631046709057663	0.218751996333025	0.356042541172251	1.51253945702633
GNA11	-0.589903930136465	0.218801277073188	0.356064442888213	1.51221585896084
RNF123	0.565301764055313	0.218807718064251	0.356064442888213	1.51217357113095
HSF4	-1.18360965794021	0.219101094207833	0.356507420213209	1.51024900594673
ZNF721	-0.758977745055497	0.219256888684006	0.356726469431905	1.50922823469428
GOLPH3	0.522565318320815	0.219448239142149	0.357003319620166	1.50797568345359
FAM81A	-1.20206384198383	0.219532478150566	0.357105881865117	1.50742468091003
ARVCF	1.21483985478002	0.219586927729385	0.357159971552505	1.50706866362826
ZNF468	1.97503551471082	0.219621946190474	0.357182448973291	1.50683975194109
FAM66E	-2.39571227992	0.219698961933497	0.357273217799198	1.50633646210747
PLXNA2	0.860861719001947	0.219940404014448	0.357606140853691	1.5047600279199
TRMT5	-0.740674676807133	0.21994613553723	0.357606140853691	1.50472263052848
ENSG00000224738	-1.36565373754274	0.220007626949501	0.357624285849065	1.50432148080997
RBP1	-1.42655093671356	0.220020971399573	0.357624285849065	1.50423444369823
XPO6	-0.647388434070817	0.220017666012927	0.357624285849065	1.50425600198391
MAP2K7	0.594714129052317	0.220078518304974	0.357683317731311	1.50385917512381
XYLB	-0.809141077135885	0.220155037225244	0.357773169580259	1.50336036983838
ENSG00000184206	-1.09257731467481	0.220235523883675	0.357841893652474	1.50283592343446
ZNF865	0.843327624978086	0.220239802788068	0.357841893652474	1.5028080487516
ANAPC7	0.551785490060554	0.22041937258377	0.358064597827222	1.50163883438502
ZNF767P	-0.949309404130118	0.220400143167165	0.358064597827222	1.50176398648891
ABHD14B	0.640512247485385	0.220497667635368	0.35808489197504	1.50112939611009
DHX32	-0.601046929238649	0.220468306531155	0.35808489197504	1.50132041312083
MIGA2	0.583205309779363	0.220518342007607	0.35808489197504	1.50099491133899
RIPK2	0.645958321106196	0.220538128317704	0.35808489197504	1.50086621743466
SRP19	-0.839176765696571	0.220514144913233	0.35808489197504	1.50102221180884
RPL32	-0.74858492485662	0.220731663360727	0.358364597799662	1.49960815599763
TRAPPC1	0.577928556717088	0.220891592412049	0.358589694628636	1.49856954247738
LINC01145	-1.84523159684035	0.221060981420738	0.358830103656841	1.49747047372864
ECI2	-0.879687240664104	0.22117868626594	0.358958087612781	1.49670734678399
PKD1P6-NPIPP1	-1.10085901054731	0.221182436084984	0.358958087612781	1.49668304320916
ATP6V0A2	0.565336226136848	0.221331086456458	0.35898489823539	1.49571999728963
AXIN1	0.633509019067025	0.221348098270964	0.35898489823539	1.49560983391389
ENSG00000234998	-2.3199200952066	0.221322877686548	0.35898489823539	1.49577315842752
HPGD	1.58643076267527	0.221278435085935	0.35898489823539	1.49606101584628
RBM11	2.44391248653791	0.221234850265186	0.35898489823539	1.49634338452475
RNF146	0.580653326224111	0.221297512838563	0.35898489823539	1.49593743961778
SRP9	-0.732389530926777	0.22125781341123	0.35898489823539	1.49619460716599
ENSG00000279453	-1.25567703984485	0.221382834328052	0.359006677150466	1.49538492513315
KMT2C	0.549149619523628	0.221412688296306	0.359020535569672	1.49519166058576
BEAN1	-1.43341313237879	0.221609430338612	0.359282954130079	1.49391879773601
ETFB	0.90962439529686	0.221617172667453	0.359282954130079	1.49386873480016
LOC153684	1.47478971693946	0.221642059570861	0.359283105958453	1.49370782691618
MAML3	1.20624397325284	0.22165991373008	0.359283105958453	1.49359240300749
OCRL	-0.596462622235308	0.22168958985885	0.359296642894553	1.49340057680658
PRKAR1B	-0.71093929002337	0.221727686442913	0.35932382311019	1.49315436588773
ACVR2A	-0.928433447215935	0.221840502626402	0.359472074317392	1.49242555323664
ZNF274	0.797486131891304	0.221972464676442	0.359651318139568	1.49157361733479
ACTN4	-1.06386661918505	0.222095790548769	0.359756256551404	1.4907779834806
C11ORF71	1.12981653074524	0.222110068236265	0.359756256551404	1.49068590547291
ENSG00000280441	-0.803910939042678	0.222074288231489	0.359756256551404	1.49091666710028
RPL5	-0.886507209682798	0.222122638548534	0.359756256551404	1.49060484433435
SEPTIN7	0.662455417763725	0.222177791911591	0.359810997300884	1.49024924624939
VPS35L	0.685391070468422	0.222547086486568	0.360374421932935	1.48787095973024
BCAR1	0.770963345850514	0.222599393096279	0.360387211160961	1.48753448293098
DHFR2	0.858054198335073	0.222595405636912	0.360387211160961	1.48756013003842
LRRC23	1.07126118108396	0.222619152101803	0.360387211160961	1.48740740226766
ARFRP1	0.616368858005308	0.222663219554078	0.360389297431956	1.48712402969966
TOPORS	-0.597931492491312	0.222655783394385	0.360389297431956	1.48717184267824
KCNJ11	-2.29076790923914	0.222868792545151	0.36068737735023	1.48580299405294
MARS2	-0.69357679984963	0.222896679063025	0.36069786261361	1.48562390446976
RBFOX3	-2.04997464631003	0.222945145199999	0.36074164520069	1.48531271465188
FAM13A	0.663698941681661	0.223066114914326	0.360902724235787	1.4845363494963
ZNF3	-0.743583285492161	0.223142086148293	0.360990975469283	1.48404903542905
CDK17	0.554915180450422	0.223175667313399	0.361010639263006	1.48383369387795
MRPS27	-0.583094092568454	0.223235287827801	0.361038478988792	1.48345146879089
PAQR6	-1.2460225772345	0.223235733521588	0.361038478988792	1.48344861192364
BTF3L4	-0.523149772800525	0.223419672773285	0.361231941901649	1.482270156566
ENSG00000285437	1.04222899304161	0.223409958334945	0.361231941901649	1.48233236560584
RABEPK	0.57730973689635	0.22341426057316	0.361231941901649	1.48230481465719
ZFAND3	0.608899379522014	0.22357617030698	0.361450287229161	1.48126842854145
ENSG00000264112	-1.10924320622921	0.22363910873333	0.361517350383563	1.48086580161224
ELP2	-0.671229271581581	0.223682394301904	0.361552634458248	1.48058897586477
FOLR3	2.11843008021004	0.223722767265546	0.361583204379585	1.48033083505232
ZNF138	-1.16076691878692	0.223748187483496	0.361589603962154	1.48016832928083
ENSG00000204745	-0.660819238755233	0.223829823001943	0.361686840678981	1.4796466012289
PIGX	0.568723732609929	0.223916497323738	0.361792200173347	1.47909291998546
HMGN3-AS1	1.1545754096889	0.223966962022672	0.361839039516732	1.4787706664801
MCEE	1.06323288714251	0.224051443321602	0.36190612295328	1.47823138718567
TMEM41A	-0.613769712612415	0.224051388245777	0.36190612295328	1.47823173867819
ZNF670	-1.06517045822225	0.224147373929037	0.362026371101452	1.47761931762122
BIN3	0.918201456993717	0.224435814397486	0.362457494180316	1.47578086022598
RER1	0.597687877674983	0.224583151626569	0.362660678719194	1.47484285721248
LAGE3	-0.744931138495632	0.224615558367874	0.362678250401563	1.47463664297018
DDOST	0.693839200413962	0.224641769016991	0.362685815079272	1.4744698824984
RPS2P17	-1.35554201659057	0.225031081844366	0.36327955331951	1.47199569466268
MARK3	-0.512639074147371	0.22514614221849	0.363430479999937	1.47126543783872
SLX1A	-1.37022054677481	0.225443941272268	0.363863208377087	1.46937746570186
SNRNP25	0.672913420212994	0.225457409665665	0.363863208377087	1.46929215016848
SETD5	-0.584869919587822	0.225494190614853	0.363887713597324	1.4690591924129
ENSG00000185839	-1.05990171982066	0.225537428438037	0.363922632805257	1.46878539736499
GGN	-1.33260139441723	0.225782156113833	0.364282634143634	1.46723689374301
LRRC6	1.81350789021065	0.22586249318395	0.364377359982418	1.46672900363819
ENSG00000213025	-2.06128586288977	0.225992763311524	0.364552615513247	1.46590589804748
AP3S2	-0.772409488240764	0.22603660045961	0.364588424386747	1.46562904320312
DCAF1	-0.549277752231721	0.22608898167998	0.364638006348807	1.46529831253486
NANOS1	1.22896683581882	0.226176293351273	0.364743909521018	1.46474723834327
CPSF6	-0.589533837010434	0.226295496281742	0.364901217040011	1.46399529237362
CLDN12	-0.669977417954956	0.226418216345246	0.365029234255195	1.46322165668656
MRPS28	1.07190666090783	0.226408136982014	0.365029234255195	1.46328517869868
LGALS1	1.55566748633556	0.226461452697041	0.365064008466556	1.4629492117233
ALG10	-1.00400619791313	0.226483872626909	0.365065222413737	1.46280796175014
ENSG00000248290	-1.72954341353653	0.226551302816329	0.365138980404853	1.46238323947236
CBLL1	-0.564885018241387	0.226602655496218	0.3651868141995	1.46205988638268
MAPKAPK2	0.647675198227369	0.226676675313946	0.365271165107563	1.46159395967784
PNPO	0.729746256812191	0.226862841754935	0.365536197831969	1.46042291997095
POGLUT1	-0.627418289137096	0.227145234985666	0.365921222322735	1.45864878878399
SLC35E2B	0.531377575710086	0.227129891381775	0.365921222322735	1.45874511663436
MRM3	-0.773076912534512	0.227203863911855	0.365945693819984	1.45828078570656
SYF2	0.598545199718715	0.227201664714991	0.365945693819984	1.45829458760393
FAM3C	-0.664310964524231	0.227266663070475	0.366011852998895	1.45788673341406
PALB2	-0.658573143552973	0.227304844511326	0.366038356606264	1.4576472163957
ENSG00000225345	-2.6168130058363	0.227347692838868	0.36607236970968	1.45737848098402
ENSG00000280145	-1.39083786315675	0.227393952608421	0.366084523823223	1.45708841808282
SPDYE9	-1.08457129139554	0.22739869584746	0.366084523823223	1.45705868053289
CDK20	-0.870436495175344	0.227664723308046	0.36647777997681	1.45539202454568
ZNF720	0.788890685648979	0.227710103985016	0.366515814104273	1.4551079494088
INTS4	0.704838867323481	0.227756242491141	0.366555060629786	1.45481920017006
RABL2A	0.825330338109003	0.227884824901793	0.366726973712541	1.45401486213113
ELAC1	1.00995721121431	0.228051434072462	0.366960043232443	1.45297346180094
VWA8	0.639006911239345	0.228111480557351	0.367021613436861	1.45259836204373
DHTKD1	-0.769030102673046	0.228259234654118	0.367224276204262	1.45167587381562
ING5	-0.598843552458109	0.228343239949655	0.367324350764917	1.45115171521336
DLD	0.588024499263018	0.228471628468241	0.367460716691618	1.45035107154877
SUCLG2	0.653638200160817	0.228453436140822	0.367460716691618	1.45046448780448
FBXL18	-0.78670654740683	0.228527149817761	0.367514932450077	1.45000500249368
CAVIN4	-1.20671742344942	0.228819048526127	0.367895511055098	1.44818723693089
CCDC96	1.10313309765515	0.228806891214709	0.367895511055098	1.44826288948276
LACC1	0.904266803607466	0.2288293047574	0.367895511055098	1.4481234181878
ABCC5	0.615640971889593	0.228867523891009	0.36792185001809	1.44788563238666
WDR5B-DT	-1.33732019309865	0.229043881446953	0.368170230728841	1.44678901740996
NKIRAS1	-0.90071140159986	0.229109333890465	0.368240309712912	1.44638228389945
TP53BP2	0.567656787068564	0.229304716549191	0.368519188204627	1.4451689717061
ENSG00000272462	-1.15650326283421	0.229450771159099	0.368718745184517	1.44426279586197
AP5S1	0.872844809625673	0.229489062997676	0.368745109903476	1.44402533430457
CNNM3	-0.850872905260364	0.229616679029099	0.3689149828322	1.44323428544442
HCFC1	-0.663858197360045	0.229802808312215	0.369178825062215	1.44208148145299
TRAPPC8	0.633097222548484	0.229862809569189	0.369240011290997	1.44171009940231
PUDP	0.678942393242256	0.229965251390348	0.369369353734602	1.44107629827361
TPRKB	-0.663138539200279	0.230025328495975	0.36943063195393	1.44070476319004
BIRC2	-0.588472421413215	0.230354847936423	0.369924593297826	1.43866899201814
RPL27A	0.703419511388497	0.230404815474971	0.369969573614581	1.43836059897382
TMBIM4	0.950261527434684	0.230481008310026	0.370056652278981	1.43789050199468
ENSG00000270587	-1.50723241456892	0.230513236536398	0.370073132196452	1.43769171562243
SNX13	0.559701036816882	0.230562068271425	0.370116262224203	1.43739058125385
TNFAIP8L3	1.48587948241061	0.230619440106354	0.370173091964557	1.43703688020528
ENSG00000260317	-1.86424450594342	0.230752009858014	0.3703506014572	1.43621998472283
EEF2K	0.693006058255405	0.230849782140742	0.370472233478366	1.43561787384002
LAPTM4A	0.673602344062456	0.230915661932457	0.370542665514282	1.43521233978049
ENSG00000261098	-1.31908759344517	0.230964430709244	0.370550342127218	1.43491222527573
SLC25A3	0.657709889610606	0.230942703090364	0.370550342127218	1.43504592379566
ERO1B	-1.03186701778119	0.231016300920257	0.370598272322708	1.43459310892963
PER3	1.04758490896051	0.231041991239246	0.370604199389762	1.43443508872505
